Baseline 100%T,,Baseline 0%T,,Stock_nm,Stock_abs,2x_nm,2x_abs,4x_nm,Fluro_UV_4x_abs,6x_nm,6x_abs,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
685.984314,90.57524109,685.984314,0.02532195114,685.984314,0.00471694069,685.984314,0.001143593225,685.984314,-0.0006492522662,685.984314,0.004357558209,
685.008728,90.38323975,685.008728,0.1055797338,685.008728,0.004135835916,685.008728,0.0007354214322,685.008728,-0.000572944351,685.008728,0.003505662084,
683.9967041,90.46411133,683.9967041,-0.01259168331,683.9967041,0.004205096047,683.9967041,0.0006847833865,683.9967041,-0.0002523148723,683.9967041,0.004040301777,
682.984436,90.36911774,682.984436,-0.08646778762,682.984436,0.004221144598,682.984436,0.001054735156,682.984436,-0.0006351394113,682.984436,0.004304770846,
682.0079346,90.34230804,682.0079346,0.04875390604,682.0079346,0.004395238124,682.0079346,0.001070174971,682.0079346,-0.000625316985,682.0079346,0.004282418638,
680.9949341,90.23007965,680.9949341,-0.002801669762,680.9949341,0.004107273184,680.9949341,0.001133912476,680.9949341,-0.0003638042836,680.9949341,0.003973550163,
680.0178833,90.2370224,680.0178833,0.01051524747,680.0178833,0.004503561649,680.0178833,0.001669900259,680.0178833,0.0003227885172,680.0178833,0.004661048297,
679.0042114,90.24035645,679.0042114,-0.04797441512,679.0042114,0.004783597309,679.0042114,0.001848640735,679.0042114,0.0002307829418,679.0042114,0.00444458425,
677.9903564,90.21025085,677.9903564,0.05533389747,677.9903564,0.005261458922,677.9903564,0.0009853532538,677.9903564,0.0003971428669,677.9903564,0.004340719897,
677.0123291,90.18591309,677.0123291,-0.01248049922,677.0123291,0.005075730383,677.0123291,0.001628299244,677.0123291,-0.0004358562292,677.0123291,0.00416568201,
675.9978027,90.0531311,675.9978027,0.05190522596,675.9978027,0.004959565587,675.9978027,0.001262973179,675.9978027,-0.0003872884263,675.9978027,0.004120731261,
674.9829102,90.10561371,674.9829102,0.07159087062,674.9829102,0.00482353894,674.9829102,0.00175672723,674.9829102,-8.034261555E-005,674.9829102,0.003697403939,
674.0039673,90.06778717,674.0039673,0.05916422978,674.0039673,0.005288316403,674.0039673,0.001858779462,674.0039673,-0.0004751099332,674.0039673,0.004459831398,
672.9885254,89.89121246,672.9885254,0.0552655831,672.9885254,0.003821823047,672.9885254,0.00132274034,672.9885254,-0.0007753687678,672.9885254,0.003274332732,
672.0089111,90.04743958,672.0089111,-0.01252975781,672.0089111,0.004375861958,672.0089111,0.001646487857,672.0089111,-0.0002044510184,672.0089111,0.0044274549,
670.9928589,89.92060089,670.9928589,0.03343464807,670.9928589,0.004518601578,670.9928589,0.0009535980062,670.9928589,-0.0003805640445,670.9928589,0.004423192237,
670.0126343,89.97613525,670.0126343,0.1016928926,670.0126343,0.004731412511,670.0126343,0.002089095768,670.0126343,0.0003556116717,670.0126343,0.00457732752,
668.9959717,89.91319275,668.9959717,-0.03020417877,668.9959717,0.004241324496,668.9959717,0.001171572832,668.9959717,-0.0004996223142,668.9959717,0.004806577694,
668.0151978,89.81744385,668.0151978,-0.01787949167,668.0151978,0.004147648811,668.0151978,0.00011676141,668.0151978,-0.0009132280247,668.0151978,0.003538204823,
666.9978638,90.12166595,666.9978638,-0.006006006151,666.9978638,0.005054490641,666.9978638,0.002478339709,666.9978638,0.0004024543741,666.9978638,0.005173116922,
666.0165405,90.009758,666.0165405,0.05089820549,666.0165405,0.004509708378,666.0165405,0.001018797397,666.0165405,-0.0006009151111,666.0165405,0.003972087521,
664.9985352,90.15751648,664.9985352,0.04999852926,664.9985352,0.004461792763,664.9985352,0.001264349092,664.9985352,-0.0006513200351,664.9985352,0.004345871042,
664.0166016,90.32496643,664.0166016,0.06881720573,664.0166016,0.00487508066,664.0166016,0.002353185555,664.0166016,-0.0003465265909,664.0166016,0.005240184255,
662.9979858,90.28956604,662.9979858,0.1055614203,662.9979858,0.005100768991,662.9979858,0.001053645276,662.9979858,-0.0004253052175,662.9979858,0.004953753203,
662.0155029,90.32875061,662.0155029,0.0026760865,662.0155029,0.004869216587,662.0155029,0.001364156371,662.0155029,-0.0005653438275,662.0155029,0.00447262032,
660.9962769,90.34124756,660.9962769,0.1479873657,660.9962769,0.004829847254,660.9962769,0.001286079409,660.9962769,-0.0005306486855,660.9962769,0.00461544469,
660.0131226,90.45482635,660.0131226,-0.004582951311,660.0131226,0.004820057657,660.0131226,0.0023762458,660.0131226,-3.370222475E-005,660.0131226,0.005084661301,
658.9933472,90.35853577,658.9933472,0.05752636492,658.9933472,0.004492916632,658.9933472,0.001266400097,658.9933472,-0.0006909160875,658.9933472,0.004525820725,
658.0097046,90.38393402,658.0097046,0.05137545988,658.0097046,0.004658771679,658.0097046,0.001351432526,658.0097046,-0.0003716152278,658.0097046,0.004427637905,
656.9891968,90.36292267,656.9891968,0.07450453937,656.9891968,0.00440805126,656.9891968,0.001237090444,656.9891968,-0.0001532696624,656.9891968,0.004479394294,
656.0049438,90.47927856,656.0049438,0.01858439855,656.0049438,0.005137805827,656.0049438,0.002027376555,656.0049438,-2.950990392E-006,656.0049438,0.004708750173,
654.9838867,90.56809235,654.9838867,-0.02142876387,654.9838867,0.005354746245,654.9838867,0.002314433688,654.9838867,0.0001287500054,654.9838867,0.004923486616,
653.9990234,90.53504181,653.9990234,0.07334166765,653.9990234,0.005526122171,653.9990234,0.00166579464,653.9990234,0.0001843213104,653.9990234,0.004550880287,
653.013855,90.47149658,653.013855,0.06727907807,653.013855,0.005322119687,653.013855,0.0007635302609,653.013855,-0.0001611361367,653.013855,0.004619473591,
651.9918823,90.45411682,651.9918823,0.02039775625,651.9918823,0.004971426912,651.9918823,0.001463181339,651.9918823,-0.0002038817911,651.9918823,0.004199815914,
