Wavelength (nm),Average Intensity
586.0,-0.7514384565831597
587.0,-0.7161672418277192
588.0,-0.7017869306031969
589.0,-0.6637545059200807
590.0,-0.3477111458666667
591.0,0.32040205595611587
592.0,0.6933669257321021
593.0,1.280741682290947
594.0,2.55502492681608
595.0,3.6712696549999997
596.0,5.342813186602437
597.0,6.46838200337088
598.0,7.633166887736299
599.0,8.409552752846816
600.0,10.51131153
601.0,11.388716752536753
602.0,12.639644579578102
603.0,13.873985515451187
604.0,14.40682111066585
605.0,14.97162143233315
606.0,15.686442448291869
607.0,16.50096291440529
608.0,18.84550724878429
609.0,18.33588645335708
610.0,17.689121883333332
611.0,18.53318470661812
612.0,19.15040537756494
613.0,19.20704439970289
614.0,18.666474514068792
615.0,19.75200129823843
616.0,20.022190205999163
617.0,19.691251328689386
618.0,20.165796954969654
619.0,20.364291616561825
620.0,20.154692970000003
621.0,19.00331079199213
622.0,20.35959187301783
623.0,19.236626484804262
624.0,18.537021690002586
625.0,18.91208344641574
626.0,18.497392838696864
627.0,18.16240282552967
628.0,17.687342695922045
629.0,18.538033768376952
630.0,17.372157416666667
631.0,17.18218418736401
632.0,16.481988694833593
633.0,16.009139734409782
634.0,16.44508445903244
635.0,16.0769941025531
636.0,15.588315684160293
637.0,14.804602326884725
638.0,15.311730834102855
639.0,14.761633833706485
640.0,14.777526856666668
641.0,14.185374576666666
642.0,13.027930893333334
643.0,13.009126346666667
644.0,11.938683509999999
645.0,13.489785513333333
646.0,12.925009726666667
647.0,12.947644233333333
648.0,12.069143613333333
649.0,11.291652996666665
650.0,12.435273173333334
651.0,11.747019389393174
652.0,11.497250935851179
653.0,10.669682424541948
654.0,10.617273453251856
655.0,9.948521310732483
656.0,10.234740461544293
657.0,10.120043644871453
658.0,9.60009704417097
659.0,10.331401291725918
660.0,9.651050886333332
661.0,9.484148979333334
662.0,9.357747396
663.0,8.556281725333335
664.0,8.393417040666668
665.0,8.586167017666666
666.0,7.347312291333334
667.0,8.548759142666666
668.0,8.370455106333333
669.0,7.787362098666667
670.0,7.590922991666666
671.0,7.569049199666668
672.0,7.340090751666668
673.0,6.9532721833333335
674.0,7.06612428
675.0,6.8760808309999994
676.0,7.398437817666667
677.0,7.437686284333334
678.0,6.142024358333334
679.0,6.137770017
680.0,6.520710945
681.0,6.35046569844152
682.0,6.342139838508612
683.0,5.578416151972775
684.0,5.588397514858854
685.0,5.302032302342227
686.0,4.5976353796165705
687.0,4.973204250689688
688.0,4.828075568667644
689.0,5.548961664866833
690.0,4.9434041980000005
691.0,5.0025396346666655
692.0,4.538749138666667
693.0,4.8647006353333335
694.0,4.8038787843333335
695.0,4.555167516333333
696.0,4.369279225666666
697.0,4.356283188
698.0,4.509454965333333
699.0,3.847986857
700.0,3.5625451406666664
