1:2 F,,
586.0200195,17.68564224,
587.9400024,16.4443779,
590,15.10678196,
592.0499878,13.76077461,
593.9699707,13.25638485,
596.0200195,11.91180706,
597.9400024,10.98212051,
600,10.25943661,
602.0499878,9.27366066,
603.9699707,8.903412819,
606.0200195,8.292254448,
607.9400024,7.485927582,
610,7.2093606,
612.0200195,6.539856434,
614.0499878,5.947940826,
615.9400024,5.658806324,
617.9699707,5.372796535,
620,4.565524101,
622.0200195,4.269629002,
624.0499878,3.949737549,
625.9400024,3.686294317,
627.9699707,3.301134825,
630,2.955950499,
632.0200195,2.894467592,
634.0499878,2.7050879,
635.9400024,2.173995972,
637.9699707,2.322836161,
640,3.026957273,
642.0200195,5.502732277,
644.0499878,13.72425556,
645.9400024,27.60325241,
647.9699707,49.64404297,
650,65.0460434,
652.0200195,54.20391846,
654.0499878,44.07137299,
655.9400024,23.40939903,
657.9699707,3.886615276,
660,0.9146739841,
662,0.7615863085,
664,0.8327627182,
666,0.7812790871,
668,0.7483737469,
670,0.6740184426,
672.0200195,0.6349087954,
674.0499878,0.6163209081,
675.9400024,0.6692897081,
677.9699707,0.6108494997,
680,0.523956418,
682,0.3872741759,
684,0.3538848758,
686,0.4272591472,
688,0.3384285569,
690,0.6184175611,
691.9699707,0.4095802605,
693.9400024,0.4079385102,
696.0499878,0.2986798286,
698.0200195,0.2251153737,
700,0.2831096649,

1:2 F,
1:2 F
Collection Time: 2/5/2025 3:15:57 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY17430003
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        350.00
Stop (nm)                         700.00
Ex. Wavelength (nm)               323.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                1200.00
Data interval (nm)                2.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 2/5/2025 2:01:05 PM
Method Modifications:
Ex. Slit Width (nm): Changed: 2/5/2025 2:03:03 PM, Old:5, New:2.5
Em. Slit Width (nm): Changed: 2/5/2025 2:03:03 PM, Old:5, New:2.5
Scan Control Changed: 2/5/2025 2:03:03 PM, Old:Medium, New:Fast
Excitation Wavelength Changed: 2/5/2025 2:03:03 PM, Old: 350.00, New: 323.00
Data interval: Changed: 2/5/2025 2:03:03 PM, Old:   1.00, New:   2.00
Emission Wavelength Changed: 2/5/2025 2:03:03 PM, Old: 400.00, New: 350.00
Stop Wavelength Changed: 2/5/2025 2:03:03 PM, Old: 600.00, New: 700.00
Ex. Slit Width (nm): Changed: 2/5/2025 2:07:58 PM, Old:2.5, New:5
Em. Slit Width (nm): Changed: 2/5/2025 2:07:58 PM, Old:2.5, New:5
Ex. Slit Width (nm): Changed: 2/5/2025 2:09:00 PM, Old:5, New:2.5
Em. Slit Width (nm): Changed: 2/5/2025 2:09:00 PM, Old:5, New:1.5
Ex. Slit Width (nm): Changed: 2/5/2025 2:09:17 PM, Old:2.5, New:1.5
Em. Slit Width (nm): Changed: 2/5/2025 2:09:17 PM, Old:1.5, New:2.5
Ex. Slit Width (nm): Changed: 2/5/2025 2:09:47 PM, Old:1.5, New:5
Em. Slit Width (nm): Changed: 2/5/2025 2:09:47 PM, Old:2.5, New:1.5
Em. Slit Width (nm): Changed: 2/5/2025 2:11:00 PM, Old:1.5, New:2.5
Ex. Slit Width (nm): Changed: 2/5/2025 2:11:47 PM, Old:5, New:10
Em. Slit Width (nm): Changed: 2/5/2025 2:11:47 PM, Old:2.5, New:1.5
Ex. Slit Width (nm): Changed: 2/5/2025 2:12:15 PM, Old:10, New:20
Overlayed Graphs Changed: 2/5/2025 2:21:13 PM, Old:OFF, New:ON
Ex. Slit Width (nm): Changed: 2/5/2025 2:21:13 PM, Old:20, New:2.5
Em. Slit Width (nm): Changed: 2/5/2025 2:21:13 PM, Old:1.5, New:2.5
Ex. Slit Width (nm): Changed: 2/5/2025 2:21:56 PM, Old:2.5, New:5
Em. Slit Width (nm): Changed: 2/5/2025 2:21:56 PM, Old:2.5, New:5
Em. Slit Width (nm): Changed: 2/5/2025 2:22:26 PM, Old:5, New:2.5
Ex. Slit Width (nm): Changed: 2/5/2025 2:33:14 PM, Old:5, New:2.5
Em. Slit Width (nm): Changed: 2/5/2025 2:39:55 PM, Old:2.5, New:5
Ex. Slit Width (nm): Changed: 2/5/2025 2:43:01 PM, Old:2.5, New:5
Em. Slit Width (nm): Changed: 2/5/2025 2:43:01 PM, Old:5, New:2.5
End Method Modifications

