Laser Delay [ns];TA [mOD]
3060;0.783179
3070;0.824487
3080;0.829344
3090;0.846121
3100;0.828023
3110;0.744560
3120;0.753262
3130;0.843253
3140;0.769218
3150;0.801334
3160;0.799810
3170;0.757917
3180;0.718327
3190;0.762554
3200;0.716958
3210;0.751299
3220;0.717643
3230;0.749030
3240;0.685070
3250;0.707494
3260;0.664531
3270;0.606984
3280;0.756528
3290;0.722849
3300;0.710286
3310;0.671056
3320;0.612617
3330;0.640497
3340;0.621630
3350;0.618297
3360;0.652210
3370;0.660593
3380;0.681323
3390;0.605332
3400;0.624808
3410;0.606139
3420;0.610928
3430;0.608701
3440;0.537792
3450;0.558365
3460;0.630054
3470;0.622020
3480;0.592534
3490;0.562956
3500;0.544704
3510;0.655074
3520;0.566387
3530;0.550677
3540;0.582457
3550;0.566063
3560;0.543792
3570;0.479040
3580;0.547889
3590;0.510032
3600;0.610028
3610;0.492113
3620;0.504304
3630;0.529359
3640;0.408093
3650;0.540063
3660;0.470825
3670;0.520516
3680;0.521761
3690;0.520160
3700;0.499888
3710;0.448945
3720;0.384686
3730;0.425984
3740;0.430216
3750;0.460059
3760;0.494253
3770;0.432583
3780;0.465860
3790;0.356062
3800;0.433440
3810;0.402335
3820;0.396136
3830;0.423776
3840;0.435935
3850;0.428617
3860;0.359524
3870;0.483072
3880;0.450752
3890;0.468530
3900;0.392656
3910;0.451308
3920;0.432193
3930;0.345103
3940;0.439439
3950;0.402361
3960;0.404966
3970;0.386815
3980;0.451430
3990;0.462144
4000;0.337480
4010;0.323518
4020;0.393362
4030;0.372791
4040;0.354670
4050;0.374917
4060;0.352315
4070;0.342028
4080;0.373284
4090;0.369494
4100;0.394426
4110;0.364164
4120;0.354247
4130;0.365970
4140;0.314052
4150;0.384384
4160;0.317389
4170;0.357639
4180;0.351801
4190;0.310999
4200;0.345180
4210;0.299452
4220;0.328703
4230;0.332161
4240;0.323030
4250;0.349886
4260;0.350765
4270;0.287412
4280;0.371099
4290;0.337771
4300;0.365918
4310;0.373900
4320;0.314577
4330;0.316561
4340;0.318502
4350;0.298882
4360;0.343191
4370;0.275450
4380;0.324837
4390;0.287847
4400;0.307967
4410;0.312469
4420;0.267825
4430;0.266407
4440;0.250593
4450;0.320251
4460;0.285634
4470;0.255676
4480;0.249602
4490;0.259969
4500;0.217917
4510;0.239127
4520;0.310336
4530;0.285153
4540;0.247237
4550;0.178781
4560;0.240584
4570;0.262326
4580;0.292283
4590;0.229631
4600;0.237770
4610;0.264250
4620;0.244513
4630;0.290665
4640;0.319702
4650;0.205721
4660;0.274763
4670;0.245972
4680;0.218482
4690;0.292055
4700;0.212558
4710;0.206649
4720;0.211035
4730;0.212204
4740;0.244300
4750;0.248694
4760;0.217608
4770;0.200433
4780;0.224917
4790;0.185761
4800;0.229308
4810;0.224829
4820;0.263085
4830;0.223185
4840;0.271547
4850;0.217566
4860;0.199734
4870;0.210394
4880;0.204877
4890;0.250052
4900;0.270818
4910;0.158616
4920;0.229807
4930;0.188504
4940;0.180410
4950;0.225270
4960;0.190107
4970;0.229991
4980;0.219782
4990;0.241977
5000;0.231742
