Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD]
4520;1.825142;1.761013;1.804938;1.717395;1.744127
4530;1.948745;1.661358;1.916971;1.856325;1.699324
4540;1.745966;1.797963;1.982195;1.929941;1.831340
4550;1.904021;1.800071;1.908644;1.834507;2.012960
4560;1.835663;1.782502;1.999729;1.913636;1.709530
4570;1.920230;1.812472;1.825024;2.018492;1.895769
4580;2.009649;1.816236;1.989141;1.809703;1.837820
4590;1.723034;1.848607;1.815834;1.644621;1.865271
4600;1.903853;1.886479;1.984684;1.798768;1.622166
4610;1.869469;2.019961;1.796475;1.771966;1.909210
4620;1.938673;1.714301;1.788666;1.617452;1.758560
4630;1.835833;1.667226;1.808761;1.781539;1.764572
4640;1.810341;1.839134;1.772853;1.714294;1.765283
4650;1.822039;1.620514;1.835747;1.764881;1.731382
4660;1.981619;1.877201;1.696825;1.855219;1.624864
4670;1.808400;1.873179;1.889144;1.841641;1.860369
4680;1.779507;1.704963;1.792929;1.868381;1.756577
4690;1.795870;1.888276;1.925416;1.875296;1.979637
4700;1.956235;1.823129;1.953946;1.932169;1.781531
4710;1.951621;1.988045;1.885676;1.758766;1.789162
4720;1.769247;1.754574;1.858888;1.786854;1.872316
4730;1.872442;2.034327;1.866631;1.647773;1.628588
4740;1.740617;1.862981;1.889844;1.795530;1.875235
4750;1.946637;1.812582;1.772310;1.954501;1.949034
4760;2.080835;1.705094;1.795944;1.889683;1.889284
4770;1.779570;1.563565;1.800856;1.879920;1.671078
4780;1.904626;1.756590;1.829917;1.813387;1.720476
4790;1.894692;1.918776;1.915589;1.642784;1.835645
4800;1.895988;1.814146;1.846623;1.826548;1.927529
4810;1.944927;1.668806;1.698519;1.746972;1.912740
4820;1.832953;1.762119;1.970346;1.604293;1.740389
4830;1.668176;1.758626;1.771912;1.790710;1.985006
4840;1.816084;1.875906;1.808136;1.864964;1.703015
4850;1.709090;1.861740;1.921740;1.980828;1.703402
4860;1.784093;1.911696;1.685519;1.828663;1.597119
4870;1.957440;1.809843;1.796366;1.953799;2.049976
4880;1.765405;1.731654;1.679413;1.737457;1.892208
4890;2.008395;1.697293;1.898357;1.739411;1.921780
4900;1.830389;1.977387;1.796067;1.796920;1.873161
4910;1.798225;1.714717;1.939127;1.837003;1.663886
4920;1.629478;1.711551;1.831803;1.923238;1.851573
4930;1.765824;1.925782;1.773966;2.010835;1.808994
4940;1.843446;1.824433;1.758530;1.887454;1.978701
4950;1.824425;1.633057;1.690915;1.698728;1.721775
4960;1.838048;1.915943;1.776696;1.913434;1.582725
4970;1.812130;1.645518;1.711751;1.813591;1.826856
4980;1.793889;1.761347;1.780618;1.940886;2.001961
4990;1.897232;1.836084;1.998448;2.048720;1.726386
5000;1.571141;1.704025;1.555761;1.604039;1.550890
