Laser Delay [ns];TA [mOD]
4660;0.639271
4670;0.542670
4680;0.743288
4690;0.711437
4700;0.539503
4710;0.624434
4720;0.695936
4730;0.827128
4740;0.630729
4750;0.814293
4760;0.683889
4770;0.738653
4780;0.688897
4790;0.833618
4800;0.641138
4810;0.689389
4820;0.788056
4830;0.694248
4840;0.738749
4850;0.669376
4860;0.701329
4870;0.596737
4880;0.729881
4890;0.784238
4900;0.579661
4910;0.665546
4920;0.763815
4930;0.639772
4940;0.579809
4950;0.566270
4960;0.743245
4970;0.701628
4980;0.698900
4990;0.740130
5000;0.557004
