MgCl EDTA 21Feb GroupA_X,MgCl EDTA 21Feb GroupA_Y
48.133333,9.75739
48.15,9.7573
48.166667,9.75713
48.183333,9.75716
48.2,9.75714
48.216667,9.75707
48.233333,9.757
48.25,9.75695
48.266667,9.75687
48.283333,9.75704
48.3,9.75724
48.316667,9.75729
48.333333,9.75726
48.35,9.75724
48.366667,9.75721
48.383333,9.75707
48.4,9.75711
48.416667,9.75717
48.433333,9.75697
48.45,9.75692
48.466667,9.75697
48.483333,9.75673
48.5,9.75661
48.516667,9.75697
