1mM Cacl2 0.1mM EDTA Group B 21723_X,1mM Cacl2 0.1mM EDTA Group B 21723_Y
48,9.68292
48.016667,9.6829
48.033333,9.68278
48.05,9.68272
48.066667,9.68285
48.083333,9.68294
48.1,9.68287
48.116667,9.68281
48.133333,9.68292
48.15,9.68309
48.166667,9.68311
48.183333,9.68304
48.2,9.68293
48.216667,9.68276
48.233333,9.68269
48.25,9.68265
48.266667,9.68278
48.283333,9.68287
48.3,9.68307
48.316667,9.68315
48.333333,9.68289
48.35,9.6827
48.366667,9.68258
48.383333,9.68248
48.4,9.68235
48.416667,9.68203
48.433333,9.68188
48.45,9.68188
48.466667,9.68161
48.483333,9.68159
48.5,9.68165
48.516667,9.68187
48.533333,9.6819
